ChanTitle,"""Max""",Mean
Temp@AT_TC_4.RN_1,146.1911,143.8129
Temp@AT_TC_6.RN_1,159.787,158.8394
Temp@AT_TC_7.RN_1,207.512,203.4103
Temp@AT_TC_8.RN_1,223.3223,220.843
Temp@AT_TC_9.RN_1,79.86338,79.25306
Temp@AT_TC_13.RN_1,222.0922,219.4345
Temp@AT_TC_17.RN_1,201.0063,199.8929
Temp@AT_TC_18.RN_1,276.5706,274.3041
Temp@AT_TC_19.RN_1,148.7217,146.9843
Temp@AT_TC_20.RN_1,173.3768,170.9503
Temp@BckPlateAmb.RN_1,130.9013,129.9837
Temp@AT_TC_21.RN_1,162.7495,161.1418
Temp@TurCompHoTmp.RN_1,133.3549,133.0467
Temp@AT_TC_24.RN_1,101.1025,100.1624
Temp@AT_TC_16.RN_1,123.4473,122.4008
Temp@AT_TC_22.RN_1,77.92462,77.30746
Temp@AT_NoXWrLead.RN_1,65.58344,65.2532
Temp@AT_DPSnsrBC.RN_1,46.60658,46.11863
Temp@AT_DMPigtlLd.RN_1,53.44909,52.39193
Temp@AT_DMCnnctr.RN_1,50.95228,50.6424
Temp@AT_NoXMdHsng.RN_1,50.5077,50.31809
Temp@AT_NoXMdCntr.RN_1,49.91493,49.68126
Temp@AT_NoXSnrGrm.RN_1,103.3668,102.6483
Temp@AT_NoXSnPbHx.RN_1,429.5112,428.8172
Temp@AT_ATD_1.RN_1,76.91807,76.38406
Temp@AT_ATD_2.RN_1,94.20531,89.73138
Temp@AT_ATD_3.RN_1,59.82616,59.4395
Temp@AT_ATD_4.RN_1,71.79645,71.2194
Temp@AT_ATD_5.RN_1,172.3786,171.1126
Temp@AT_EOT_1.RN_1,86.19372,85.69618
Temp@AT_EOT_2.RN_1,119.3602,118.6143
Temp@AT_OCT_1.RN_1,116.2688,115.0083
Temp@AT_OCT_2.RN_1,134.8555,134.0121
Temp@AT_InLtFLSns.RN_1,35.92898,35.27536
Temp@AT_EOT_3.RN_1,86.88113,85.59397
Temp@AT_EOT_4.RN_1,127.7947,126.1746
Temp@AT_GrlScrTmp.RN_1,32.38455,31.99049
Temp@AT_TmpMdlWir.RN_1,59.1055,58.47502
Temp@AT_TmpMdlGrm.RN_1,60.71948,60.13345
Temp@AT_TmpMdlBdy.RN_1,50.61532,50.35662
Temp@AT_DbAmtArea.RN_1,64.24458,63.86258
Temp@AT_AltAmb.RN_1,64.94411,64.48914
Temp@AT_AC1b.RN_1,62.35712,61.93658
Temp@AT_ClntTmpSn.RN_1,83.01841,82.6637
Temp@AT_EGRTmpSns.RN_1,68.94515,68.62808
Temp@AT_FRPRlfVlv.RN_1,74.3462,74.04472
Temp@AT_OCVSrf_2.RN_1,70.58054,70.111
Temp@AT_AltSrf.RN_1,67.63936,67.40046
Temp@AT_AcAlt_1a.RN_1,67.5,67.26386
Temp@AT_CsaI_3.RN_1,69.67726,69.43014
Temp@AT_IntrclrSn.RN_1,74.90573,74.68526
Temp@AT_FRPSnsr.RN_1,78.69928,78.5327
Temp@AT_MnfldTPSn.RN_1,71.0155,70.78213
Temp@AT_FRSknTmp.RN_1,94.87122,94.49396
Temp@AT_Pvc_Scv.RN_1,70.32884,70.16991
Temp@AT_EGRMtrTmp.RN_1,84.20336,83.69119
Temp@AT_CamSnrBdy.RN_1,1E6,1E6
Temp@AT_FIhI_7.RN_1,74.29618,73.96261
Temp@AT_LPRSi_12.RN_1,66.30173,66.06634
Temp@AT_Con_8.RN_1,69.10036,68.82901
Temp@AT_OCT_3.RN_1,76.99032,76.20933
Temp@AT_OCT_4.RN_1,81.82518,80.95549
Temp@Ex_8.RN_1,151.2159,149.5629
Temp@Ex_9.RN_1,130.8791,130.0124
Temp@Ex_10.RN_1,132.0167,131.5825
Temp@Ex_11.RN_1,255.4048,255.0912
Temp@Ex_12.RN_1,105.09,104.1042
Temp@Ex_13.RN_1,145.4448,144.2635
Temp@Ex_14.RN_1,104.7375,103.8388
Temp@Ex_16.RN_1,154.2481,153.2531
Temp@Ex_6.RN_1,130.0397,129.0191
Temp@Ex_7.RN_1,126.4816,125.0906
CAN_3@EngOilPrs.RN_1,524,514.313
CAN_3@PosVPFan.RN_1,33.36,33.34992
CAN_3@EngPctLdSpd.RN_1,100,99.99809
CAN_3@EngPowerPct.RN_1,99,98.56489
CAN_3@PrsBaromet.RN_1,99,99
CAN_3@SpdEngine.RN_1,2002.5,1995.928
CAN_3@T05FuelTmp.RN_1,41,40.21947
CAN_3@TmpAmbient.RN_1,1774.969,1774.969
CAN_3@TmpEngIn.RN_1,25,25
CAN2@TC_23.RN_1,127.3,125.7725
CAN2@ET_1.RN_1,193.7,192.7586
CAN2@Ex_2.RN_1,124.4,124.0099
CAN2@Ex_3.RN_1,127.2,126.4281
CAN2@Ex_4.RN_1,120.7,120.0107
CAN2@Ex_5.RN_1,107.1,106.6284
CAN2@Ex_15.RN_1,135,134.4261
CAN2@TC_111.RN_1,83.7,83.25172
CAN2@EGRAmbientTm.RN_1,126.1,125.2307
CAN2@TempCSMAmbie.RN_1,58.4,57.86432
Can_1@DEFLeveU.RN_1,60.4,59.64351
Can_1@EngineHourU.RN_1,2.10554E8,1.608083E6
Can_1@FuelRatU.RN_1,95.85,95.26842
Can_1@IntkMfldTmU.RN_1,74.5625,74.38192
Can_1@P01InManPrU.RN_1,202,199.313
Can_1@P03FuelPrU.RN_1,40,38.17557
Can_1@P04OilPrU.RN_1,524,514.313
Can_1@P99BaromPrU.RN_1,99,99
Can_1@T04CoolTmU.RN_1,88.625,88.33027
Can_1@T05FuelTmU.RN_1,41,40.21947
Can_1@TAmbAirTmU.RN_1,25,25
Can_1@TmpDEFTnU.RN_1,25,24.01145
Can_1@V_EngBrkTorU.RN_1,1956,1943.513
Can_1@V_GovRefSpU.RN_1,2000,2000
Can_1@V_PerLdCrtSU.RN_1,100,100
Can_1@WtrPmpInlPrU.RN_1,96,91.53817
Can_1@X01EngineSp.RN_1,2002.5,1996.016
Can_1@AddrClaim.RN_1,4.29497E9,4.29497E9
